CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Avg_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
719309133,56,F,1,Graduate,Married,Less than $40K,Blue,51,3,3,4,1438.3,0,1438.3,0.798,3877,70,0.556,0.0,Continuing
823922208,49,M,3,Graduate,Single,$60K - $80K,Blue,45,1,1,1,2122.0,1101,1021.0,0.711,7404,103,0.515,0.519,Continuing
711232608,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636.0,0,1636.0,0.694,2235,35,0.591,0.0,Leaving
720301458,52,M,1,High School,Single,$120K +,Blue,38,3,1,2,19709.0,1924,17785.0,0.468,3000,64,0.641,0.098,Continuing
719525358,52,M,0,Graduate,Single,$80K - $120K,Blue,43,4,3,3,8133.0,1942,6191.0,0.572,3310,76,0.583,0.239,Continuing
778860783,57,M,2,Graduate,Divorced,$120K +,Blue,38,1,2,4,24379.0,1116,23263.0,0.62,2836,41,0.281,0.046,Leaving
715771608,41,M,3,Graduate,Married,$120K +,Silver,36,3,3,2,34516.0,1453,33063.0,0.357,4147,76,0.949,0.042,Continuing
719555733,53,F,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,2162.0,1592,570.0,0.547,1736,42,0.615,0.736,Continuing
716251608,45,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,2051.0,0,2051.0,0.989,4355,87,0.977,0.0,Continuing
709028208,44,F,2,Graduate,Married,Less than $40K,Blue,37,6,3,2,24221.0,1274,22947.0,0.452,3361,63,0.853,0.053,Continuing
771823308,33,F,2,Uneducated,Unknown,Less than $40K,Blue,21,5,1,4,1475.0,986,489.0,0.896,1896,33,0.833,0.668,Continuing
789420933,39,F,2,Uneducated,Married,Less than $40K,Blue,30,3,1,3,3108.0,778,2330.0,0.645,4130,87,0.706,0.25,Continuing
709071408,56,F,5,Graduate,Single,$40K - $60K,Blue,37,4,2,1,2607.0,1702,905.0,0.802,4949,74,0.762,0.653,Continuing
713482608,47,M,4,College,Married,$40K - $60K,Blue,35,6,1,2,3560.0,751,2809.0,1.096,4060,79,0.975,0.211,Continuing
717251508,37,M,1,Uneducated,Married,$120K +,Blue,17,1,1,3,34516.0,0,34516.0,0.776,14127,116,0.731,0.0,Continuing
708831858,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579.0,1506,3073.0,0.443,1915,44,0.375,0.329,Leaving
792864858,47,M,4,Graduate,Unknown,Less than $40K,Blue,37,6,3,3,5726.0,834,4892.0,0.569,2311,58,0.487,0.146,Continuing
713908683,51,M,1,Graduate,Single,$80K - $120K,Blue,41,6,2,2,18749.0,1314,17435.0,0.711,1381,33,0.435,0.07,Continuing
713345508,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325.0,1662,663.0,0.8,4471,83,0.804,0.715,Continuing
788890533,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516.0,2305,32211.0,0.586,13756,106,0.71,0.067,Continuing
768582033,47,M,3,High School,Married,$40K - $60K,Blue,41,6,3,4,6692.0,1897,4795.0,1.035,3902,76,0.689,0.283,Continuing
710458758,65,F,0,Graduate,Married,Less than $40K,Blue,53,5,3,5,4161.0,2491,1670.0,0.41,1203,30,0.579,0.599,Continuing
708877458,50,F,3,Uneducated,Married,Less than $40K,Blue,34,2,3,3,11343.0,0,11343.0,0.709,8027,94,0.679,0.0,Continuing
788980983,55,M,1,High School,Single,$80K - $120K,Blue,42,1,4,2,34516.0,1583,32933.0,0.824,12192,112,0.672,0.046,Continuing
713138433,50,M,3,Graduate,Single,$60K - $80K,Blue,42,4,2,3,14782.0,1020,13762.0,0.683,3206,54,0.8,0.069,Continuing
714186108,37,F,2,Graduate,Single,Less than $40K,Blue,19,6,5,2,2152.0,1682,470.0,1.051,4126,71,0.972,0.782,Continuing
716593533,56,M,1,High School,Single,$80K - $120K,Blue,45,4,1,3,5070.0,0,5070.0,1.01,3651,76,0.652,0.0,Continuing
719524383,35,F,3,Graduate,Single,$40K - $60K,Blue,22,3,1,3,2441.0,1670,771.0,0.697,4105,73,0.553,0.684,Continuing
710066133,30,M,0,Graduate,Single,Less than $40K,Silver,36,4,3,3,12833.0,0,12833.0,0.853,9619,75,0.786,0.0,Leaving
719335233,47,F,3,Uneducated,Married,Less than $40K,Silver,27,5,3,4,14335.0,938,13397.0,0.445,3610,75,0.531,0.065,Continuing
714608583,45,M,5,High School,Divorced,$120K +,Blue,36,2,3,2,5287.0,0,5287.0,0.841,8392,69,0.683,0.0,Leaving
708288108,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639.0,1547,4092.0,1.087,647,15,0.364,0.274,Leaving
789312033,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874.0,460,3414.0,1.023,4921,51,0.645,0.119,Leaving
721003008,36,F,4,Graduate,Married,Less than $40K,Blue,24,3,2,2,3261.0,2517,744.0,0.378,856,18,0.059,0.772,Leaving
710376708,50,F,5,Uneducated,Single,Less than $40K,Blue,33,4,3,3,2837.0,1377,1460.0,0.564,3928,54,0.8,0.485,Continuing
710676483,38,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,2,5589.0,0,5589.0,0.787,4064,77,0.711,0.0,Continuing
714178458,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,3,2,20640.0,1603,19037.0,0.532,1792,53,0.395,0.078,Continuing
711992133,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596.0,868,1728.0,0.743,4801,72,0.714,0.334,Continuing
712136058,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,8827.0,0,8827.0,0.782,2643,50,0.515,0.0,Leaving
721171008,31,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,1,10353.0,1520,8833.0,0.724,15028,124,0.746,0.147,Continuing
717646983,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214.0,424,2790.0,0.877,2720,53,0.71,0.132,Leaving
712869783,56,F,3,Graduate,Single,Less than $40K,Blue,36,5,5,2,4255.0,0,4255.0,0.948,4606,79,0.795,0.0,Continuing
720340383,45,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,2,3518.0,2035,1483.0,0.567,4034,82,0.673,0.578,Continuing
716123283,59,M,1,Graduate,Single,$60K - $80K,Blue,48,3,1,2,7288.0,0,7288.0,0.64,14873,120,0.714,0.0,Continuing
708614058,56,F,2,Graduate,Divorced,Less than $40K,Blue,45,4,2,4,1960.0,1690,270.0,0.63,3870,67,0.558,0.862,Continuing
719391783,46,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,9149.0,1566,7583.0,0.971,1790,60,0.765,0.171,Continuing
712713108,61,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925,Continuing
714804483,48,M,3,College,Divorced,$40K - $60K,Blue,36,3,3,3,12159.0,1665,10494.0,0.608,1426,34,0.545,0.137,Continuing
718772133,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3,3,10230.0,1082,9148.0,0.658,1484,34,0.545,0.106,Continuing
716532258,51,F,1,High School,Single,Less than $40K,Blue,43,4,3,2,2827.0,1308,1519.0,0.79,3291,55,0.618,0.463,Continuing
717338733,31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,6012.0,0.968,2801,72,0.674,0.0,Continuing
771698658,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.176,Continuing
711227883,41,F,2,Graduate,Single,Less than $40K,Blue,21,2,3,3,3624.0,1641,1983.0,0.833,15824,121,0.779,0.453,Continuing
711005583,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2,3,3437.0,1064,2373.0,0.851,5110,76,0.854,0.31,Continuing
822952158,53,F,2,Graduate,Married,Less than $40K,Blue,49,4,2,4,1520.0,0,1520.0,0.566,4256,73,0.622,0.0,Continuing
714031083,46,F,3,Graduate,Unknown,Less than $40K,Blue,30,3,2,1,8869.0,0,8869.0,0.413,1935,40,0.429,0.0,Leaving
719147208,29,F,2,Graduate,Single,Less than $40K,Blue,21,4,3,2,2298.0,0,2298.0,0.776,4814,88,0.63,0.0,Continuing
720001758,42,F,1,Graduate,Single,Less than $40K,Blue,34,5,1,3,3534.0,1175,2359.0,0.737,13588,94,0.808,0.332,Continuing
771032658,54,M,3,Graduate,Married,$80K - $120K,Blue,41,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15,Continuing
789177333,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,1693.0,1088,605.0,0.532,2104,40,0.739,0.643,Leaving
718490658,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,Continuing
708136908,62,F,0,Graduate,Single,Less than $40K,Blue,53,5,2,2,2616.0,801,1815.0,0.719,4655,68,0.511,0.306,Continuing
783121008,55,F,0,Graduate,Single,Less than $40K,Silver,49,1,2,3,12094.0,1870,10224.0,0.845,8285,106,0.738,0.155,Continuing
714241083,49,F,1,Graduate,Married,Less than $40K,Blue,39,1,1,3,5455.0,2091,3364.0,0.748,4349,58,0.812,0.383,Continuing
826783233,57,F,3,High School,Single,Less than $40K,Blue,53,1,3,2,3029.0,2214,815.0,0.7,4750,89,0.978,0.731,Continuing
789786258,39,M,2,High School,Married,$80K - $120K,Blue,28,3,2,4,26570.0,1915,24655.0,1.454,2118,33,1.062,0.072,Continuing
710594358,28,F,0,Graduate,Single,Less than $40K,Silver,36,4,3,4,14910.0,873,14037.0,0.737,2560,72,0.674,0.059,Continuing
709482633,43,F,4,Uneducated,Married,$40K - $60K,Blue,31,4,1,3,1773.0,882,891.0,0.68,5400,84,0.615,0.497,Continuing
713748708,46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0.0,Leaving
823548858,53,F,4,Graduate,Married,Less than $40K,Blue,49,5,5,4,10533.0,330,10203.0,0.823,2585,48,0.714,0.031,Leaving
787430733,56,F,2,High School,Married,$40K - $60K,Blue,41,5,3,2,2771.0,1446,1325.0,0.686,1706,27,0.227,0.522,Continuing
806992533,49,F,1,Graduate,Married,Less than $40K,Blue,44,2,1,1,8284.0,797,7487.0,0.824,13092,102,0.569,0.096,Continuing
721117533,46,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,2171.0,1418,753.0,0.505,1415,45,0.406,0.653,Continuing
714488433,45,M,2,Graduate,Married,$80K - $120K,Blue,36,5,2,3,19099.0,2517,16582.0,0.628,4837,77,0.75,0.132,Continuing
713120433,55,F,2,High School,Married,$40K - $60K,Blue,42,2,2,3,5431.0,2007,3424.0,0.661,4569,82,0.608,0.37,Continuing
751974258,51,M,3,Graduate,Unknown,$120K +,Blue,44,2,2,3,11954.0,0,11954.0,0.779,7345,93,0.55,0.0,Continuing
805453908,33,M,1,High School,Divorced,$40K - $60K,Blue,28,6,1,3,2507.0,1592,915.0,0.691,4355,79,0.837,0.635,Continuing
719658858,50,F,4,Doctorate,Married,Less than $40K,Silver,36,3,2,1,34516.0,2096,32420.0,0.666,7042,73,0.553,0.061,Continuing
789300408,41,M,4,High School,Married,Less than $40K,Blue,30,3,2,2,1614.0,700,914.0,0.842,4293,87,0.812,0.434,Continuing
820936533,47,M,3,Graduate,Unknown,Less than $40K,Blue,43,1,3,3,2781.0,1950,831.0,0.98,9331,93,0.5,0.701,Continuing
784819758,54,F,1,Graduate,Single,Less than $40K,Blue,48,1,1,2,8572.0,2128,6444.0,0.821,7850,94,0.516,0.248,Continuing
720728133,44,M,4,Uneducated,Single,$40K - $60K,Blue,33,4,3,3,1714.0,0,1714.0,0.849,4180,71,0.919,0.0,Continuing
710014683,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480.0,724,2756.0,0.722,2807,65,0.806,0.208,Continuing
715599633,51,M,1,College,Married,$80K - $120K,Silver,38,2,3,2,34516.0,0,34516.0,0.678,7686,89,0.618,0.0,Continuing
711336033,26,F,0,Graduate,Single,Less than $40K,Blue,36,3,3,2,7595.0,1032,6563.0,1.035,4080,72,0.8,0.136,Continuing
712608783,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037,Continuing
787513533,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245.0,1503,742.0,0.754,3344,54,0.543,0.669,Continuing
778720533,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2,3,1722.0,0,1722.0,0.863,2141,35,0.346,0.0,Leaving
789964983,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569.0,0,9569.0,0.598,1724,35,0.25,0.0,Leaving
778937583,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228.0,1449,779.0,0.61,4382,83,0.694,0.65,Continuing
711724083,27,F,0,Graduate,Single,Less than $40K,Blue,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,Leaving
713985183,46,F,5,Graduate,Single,Less than $40K,Blue,38,4,5,2,2799.0,2412,387.0,0.877,4634,91,0.75,0.862,Continuing
713005908,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,3,2255.0,1733,522.0,0.903,4772,83,0.729,0.769,Continuing
717129333,35,F,2,Graduate,Married,$40K - $60K,Blue,25,3,1,2,1438.3,0,1438.3,0.744,4434,73,0.78,0.0,Continuing
718737708,45,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,31458.0,1202,30256.0,0.673,4202,66,0.61,0.038,Continuing
771061008,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2,3,2208.0,0,2208.0,0.695,2659,56,0.806,0.0,Leaving
772150983,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,2,1,2363.0,978,1385.0,0.662,2635,40,0.538,0.414,Leaving
805524708,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3,1,6629.0,2517,4112.0,0.932,2599,50,0.562,0.38,Leaving
710405808,48,M,2,Graduate,Divorced,Less than $40K,Blue,36,1,3,2,3442.0,1229,2213.0,0.81,14618,100,0.724,0.357,Continuing
721335558,57,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,6482.0,1686,4796.0,0.753,7544,101,0.629,0.26,Continuing
711879633,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766.0,1985,781.0,0.796,4480,70,0.75,0.718,Continuing
821424483,51,F,1,High School,Single,Less than $40K,Blue,47,4,3,1,1438.3,0,1438.3,0.826,4242,70,0.458,0.0,Continuing
720942333,49,M,2,Graduate,Married,$40K - $60K,Blue,36,4,3,4,5137.0,0,5137.0,0.612,2043,52,1.0,0.0,Continuing
806160108,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3193.0,2517,676.0,1.831,1336,30,1.143,0.788,Continuing
787770858,43,M,4,Graduate,Single,$80K - $120K,Blue,32,3,2,3,8333.0,774,7559.0,0.984,3889,81,0.723,0.093,Continuing
818476383,50,M,1,Graduate,Unknown,$120K +,Silver,45,2,2,0,34516.0,1514,33002.0,0.736,7333,72,1.0,0.044,Continuing
720186258,45,F,4,High School,Divorced,$40K - $60K,Blue,31,5,2,4,4701.0,1170,3531.0,0.547,4136,77,0.604,0.249,Continuing
714496083,51,M,3,Graduate,Single,$60K - $80K,Blue,43,4,2,3,6649.0,1781,4868.0,0.546,1609,28,0.474,0.268,Continuing
826150608,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,1,1,2,18072.0,1378,16694.0,0.73,8199,98,0.75,0.076,Continuing
712551258,39,M,1,Uneducated,Married,Less than $40K,Blue,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0,Leaving
710819733,56,M,3,Graduate,Married,$120K +,Blue,36,5,1,1,12211.0,0,12211.0,0.642,903,29,0.526,0.0,Leaving
717172308,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,3304.0,0.532,1731,32,0.28,0.0,Leaving
794567133,52,F,2,High School,Single,Less than $40K,Blue,35,5,2,3,1954.0,808,1146.0,0.826,4897,70,0.795,0.414,Continuing
772329183,48,M,5,Graduate,Married,$40K - $60K,Blue,38,4,4,1,5219.0,1081,4138.0,0.568,3481,78,0.625,0.207,Continuing
716669658,51,F,1,High School,Single,Less than $40K,Blue,33,6,3,3,2006.0,1608,398.0,1.043,2760,38,0.652,0.802,Leaving
715600533,61,M,0,Graduate,Single,$80K - $120K,Gold,50,3,3,3,34516.0,1357,33159.0,0.687,13722,124,0.746,0.039,Continuing
711597183,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,2,1452.0,0,1452.0,0.97,4571,72,0.846,0.0,Continuing
714566958,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882.0,1420,19462.0,0.857,2291,40,0.6,0.068,Continuing
815500983,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692,Continuing
783381933,43,M,4,Uneducated,Married,$60K - $80K,Blue,37,4,1,3,3482.0,1942,1540.0,0.926,3512,63,0.853,0.558,Continuing
717370533,40,M,3,Post-Graduate,Single,$120K +,Blue,26,1,2,1,34516.0,2088,32428.0,0.627,6453,89,0.589,0.06,Continuing
712617408,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0,Continuing
714924483,60,F,1,Graduate,Single,Less than $40K,Blue,46,2,3,2,4628.0,2327,2301.0,0.611,4226,92,0.736,0.503,Continuing
713555133,56,F,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667.0,595,1072.0,0.63,2424,40,0.481,0.357,Leaving
716639058,51,M,2,Graduate,Single,$120K +,Blue,40,4,3,3,26308.0,0,26308.0,0.647,3278,53,0.828,0.0,Continuing
814840833,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924.0,2517,5407.0,0.663,2393,37,0.682,0.318,Leaving
719473458,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,1,8285.0,1359,6926.0,0.634,7205,84,0.826,0.164,Continuing
712902483,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066.0,1699,367.0,0.624,1895,43,0.536,0.822,Continuing
721524858,51,F,2,Graduate,Married,Less than $40K,Blue,37,1,2,3,7098.0,1829,5269.0,0.557,13139,102,0.789,0.258,Continuing
708238833,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731,Continuing
788866983,63,F,0,Graduate,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3,0.923,3383,61,1.103,0.0,Continuing
713186058,42,F,3,Graduate,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.58,2191,51,0.457,0.0,Leaving
718140783,47,M,4,Graduate,Married,$60K - $80K,Blue,36,4,5,2,10585.0,1749,8836.0,0.655,18484,108,0.588,0.165,Continuing
714142158,59,F,0,Graduate,Married,Less than $40K,Blue,48,2,2,1,2120.0,1411,709.0,0.665,3882,92,0.643,0.666,Continuing
711816108,40,M,3,High School,Single,$80K - $120K,Blue,29,2,2,4,18563.0,0,18563.0,0.729,2395,45,0.552,0.0,Leaving
715891533,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,2,1,1979.0,1305,674.0,0.702,5458,84,0.75,0.659,Continuing
710371683,51,M,4,Doctorate,Married,$60K - $80K,Blue,36,2,1,2,3451.0,2006,1445.0,0.555,4097,67,0.763,0.581,Continuing
719862258,38,F,2,Uneducated,Single,Less than $40K,Blue,28,2,3,3,5666.0,1393,4273.0,0.84,5015,90,0.915,0.246,Continuing
711516783,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,2,1,1,2155.0,1119,1036.0,0.815,5441,91,0.717,0.519,Continuing
771499233,46,F,4,High School,Married,Less than $40K,Blue,34,6,1,3,5387.0,1133,4254.0,0.652,4374,76,0.49,0.21,Continuing
714462558,44,F,5,Graduate,Married,Less than $40K,Blue,36,4,2,3,5791.0,0,5791.0,0.645,4556,67,0.861,0.0,Continuing
720415833,47,M,2,High School,Married,$60K - $80K,Blue,32,3,5,2,3842.0,1563,2279.0,0.781,14751,107,0.726,0.407,Continuing
712864683,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3,0,1438.3,0.373,1693,37,0.423,0.0,Leaving
712105533,32,M,2,High School,Single,$40K - $60K,Blue,20,6,3,4,2235.0,1638,597.0,0.912,2905,56,0.806,0.733,Continuing
713279808,53,M,2,Graduate,Married,$60K - $80K,Blue,36,6,3,3,5619.0,1310,4309.0,1.276,1816,30,1.143,0.233,Continuing
717273333,49,M,5,College,Married,$80K - $120K,Blue,37,3,2,2,29219.0,0,29219.0,0.77,4575,84,0.68,0.0,Continuing
711498258,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311.0,1655,18656.0,0.431,1266,34,0.308,0.081,Continuing
719701383,44,M,4,Graduate,Married,$60K - $80K,Blue,32,4,3,3,5175.0,0,5175.0,0.72,14304,99,0.768,0.0,Continuing
720027258,53,F,2,High School,Single,Less than $40K,Blue,40,3,1,3,1438.3,0,1438.3,1.052,4978,73,0.921,0.0,Continuing
718171308,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984.0,0,1984.0,0.89,2506,46,0.643,0.0,Leaving
714196008,43,M,2,Graduate,Unknown,$60K - $80K,Blue,25,5,3,1,7534.0,0,7534.0,0.587,4685,79,0.975,0.0,Continuing
815088483,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,3,2543.0,1156,1387.0,0.641,3864,64,0.684,0.455,Continuing
809559933,45,F,3,Graduate,Married,Less than $40K,Blue,40,3,5,3,4462.0,706,3756.0,0.886,2526,41,0.414,0.158,Leaving
718192608,48,M,3,Uneducated,Married,$60K - $80K,Blue,36,1,1,2,15524.0,1148,14376.0,0.829,13819,106,0.71,0.074,Continuing
769587258,38,M,3,College,Single,$60K - $80K,Silver,32,4,2,2,30082.0,1671,28411.0,0.707,15240,126,0.8,0.056,Continuing
715042608,39,F,2,Doctorate,Married,Less than $40K,Blue,36,5,2,4,8058.0,791,7267.0,1.787,2742,42,2.0,0.098,Continuing
708334158,46,F,3,Graduate,Divorced,Less than $40K,Blue,34,4,2,4,9863.0,686,9177.0,0.581,3068,58,0.933,0.07,Continuing
712771233,52,M,3,Graduate,Single,$80K - $120K,Blue,36,3,4,1,2516.0,1268,1248.0,0.751,4461,80,0.818,0.504,Continuing
789540108,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832.0,1819,1013.0,0.674,4761,75,0.744,0.642,Continuing
811989858,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,44,6,3,2,32244.0,0,32244.0,0.647,3501,65,0.757,0.0,Continuing
713350908,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690.0,1912,778.0,0.692,3636,68,0.7,0.711,Continuing
789247458,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,2,3,2801.0,1472,1329.0,1.027,2467,54,0.8,0.526,Continuing
708243483,53,M,3,College,Married,$120K +,Blue,43,4,2,5,14938.0,1155,13783.0,0.995,2248,51,0.645,0.077,Continuing
720330558,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256.0,966,24290.0,0.488,2048,40,0.333,0.038,Leaving
823557333,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5,3,3,2734.0,2517,217.0,0.7,4457,86,0.955,0.921,Continuing
708748833,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875.0,1239,8636.0,0.939,8920,105,0.694,0.125,Continuing
718451133,48,M,2,Graduate,Single,$60K - $80K,Blue,40,4,5,4,14951.0,1413,13538.0,0.784,3899,68,1.061,0.095,Continuing
717708783,57,M,2,Graduate,Single,$120K +,Silver,51,6,3,4,34516.0,1417,33099.0,0.966,4303,77,0.638,0.041,Continuing
779320983,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,3,2,19843.0,1178,18665.0,0.909,1638,49,0.633,0.059,Continuing
758086458,46,F,3,Graduate,Married,Less than $40K,Blue,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0.0,Continuing
711521958,51,F,2,Graduate,Single,Less than $40K,Blue,36,2,2,2,1588.0,1506,82.0,0.615,4660,68,0.619,0.948,Continuing
781337658,50,F,1,Graduate,Married,Less than $40K,Blue,44,3,1,2,2602.0,1612,990.0,0.906,5532,85,0.735,0.62,Continuing
770764908,39,M,2,Graduate,Married,$60K - $80K,Blue,25,5,2,3,3071.0,2517,554.0,0.583,1765,36,0.565,0.82,Continuing
788379933,41,M,3,Doctorate,Single,$60K - $80K,Blue,34,5,3,2,12420.0,0,12420.0,0.709,4422,70,0.628,0.0,Continuing
785119833,40,M,3,College,Divorced,$60K - $80K,Blue,34,3,3,3,19666.0,1180,18486.0,0.898,3391,54,0.636,0.06,Continuing
708651933,56,M,2,Graduate,Married,$60K - $80K,Blue,44,3,1,2,2043.0,1928,115.0,0.791,2311,57,0.839,0.944,Continuing
708687483,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626.0,0,13626.0,0.411,1711,30,0.25,0.0,Leaving
821771508,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0,2055,1117.0,0.663,1939,36,0.636,0.648,Continuing
769935783,40,M,3,Graduate,Single,$60K - $80K,Blue,34,2,2,1,9594.0,2517,7077.0,0.945,14213,100,0.786,0.262,Continuing
708657033,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694.0,1923,771.0,0.714,3837,71,0.732,0.714,Continuing
787605558,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,6,2,2,9816.0,0,9816.0,0.673,3489,81,0.528,0.0,Continuing
718215033,54,F,3,Graduate,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884,Continuing
715764483,53,F,3,High School,Unknown,Less than $40K,Blue,37,3,2,4,7202.0,974,6228.0,0.517,1397,33,0.5,0.135,Continuing
789987183,53,M,2,College,Married,$80K - $120K,Blue,45,4,4,4,21953.0,1311,20642.0,0.443,1413,37,0.37,0.06,Continuing
780466533,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,Continuing
789248958,37,F,2,High School,Married,$40K - $60K,Blue,26,3,2,3,2946.0,2517,429.0,0.841,5259,89,0.78,0.854,Continuing
771503958,49,M,2,Graduate,Single,$40K - $60K,Blue,37,5,1,3,2993.0,1265,1728.0,0.579,4089,72,0.674,0.423,Continuing
720475233,50,F,2,High School,Married,Less than $40K,Blue,43,6,2,3,2927.0,1412,1515.0,0.763,1474,26,0.857,0.482,Continuing
789143283,41,F,1,Uneducated,Single,Less than $40K,Blue,30,4,2,3,5647.0,1175,4472.0,0.802,4868,76,0.81,0.208,Continuing
785218458,44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505.0,2282,223.0,0.712,4333,77,0.833,0.911,Continuing
715271733,50,F,2,Uneducated,Single,Less than $40K,Blue,37,3,3,0,8520.0,814,7706.0,0.504,1193,35,0.346,0.096,Continuing
794692158,43,F,3,High School,Unknown,$40K - $60K,Silver,25,1,2,1,17328.0,0,17328.0,0.82,15367,105,0.641,0.0,Continuing
